message,classification
"ministra, filha do deus altíssimo! não te assuste com esses filhos de satanás! eles só fazem barulho. vc está coberta pelo sangue do cordeiro! fica na paz querida! deus, só dá grandes lutas, pra grandes guerreiros! não te mandei eu, ???? seja forte, não temas!!!!",1
tem que prender esse maluco,1
kd as mídias que defendem a mulher lá o ativismo na verdade só é válido quando e da turma petralha,1
rt @user puta q pariu https://t.co/vp5tssbfam,0
fico impressionada como tem tanta gente babaca nesse mundo! cetadoidooo!,1
esse professor deve achar que a gente é vagabunda,1
"mds os fãs do bts espumando nas minhas mentions so porque postei falando que justin e o homem mais lindo do mundo kkkķkk mo??? não sabe respeitar a opinião alheia??? se vc não concorda e acha tal famoso mais bonito e opinião sua, então respeita a dos outroskkkk",0
hj eu vi q n existe animal mais burro do q eu nao exuste tava eu comendo o resto de maionese na panela cm o celular encostado na minha perna e na porra da pabela eu pensei hm n vai cai n so tao azarada assim kk https://t.co/wgvijcxu8k,0
@user mentir 茅 feio...,0
o stf não é inteiramente podre! tiramos as maçãs podres e teremos magistrados sérios e isentos.,1
rt @user eu fa莽o de tudo pra n茫o chorar na frente dos meus pais https://t.co/2mbkkfitqe,0
" amanhã tem início de rodada e você vai ficar aí marcando bobeira?
⠀
 corre no site e participa do bolão, as inscrições encerram amanhã antes do primeiro jogo começar.
⠀
 venha ganhar um dinheirinho e se divertir com a gente!

https://t.co/kd3hqxo6vd https://t.co/xgprlambpg",0
caralho eu to choranfo,1
"velha barriguda d bem folgada, heim?",1
"esses cretinos usam essa mesma boca, para falar do amor de deus. como é triste ver pessoas se iludindo com esse tipo profano.",1
"brasil que porra é essaaaaaa. vai deixar a república dominicana ganhar de virada?! meu pai
bora meninaaaaas. vôlei feminino me mata",1
@user sua m茫e sabe das coisas.,0
2 pessoas que eu amo,0
"jm até mostra a bunda para jk, mas só na brotheragem mesmo",1
muito feliz com os avanços do país. estamos em boas mãos.,0
"parabéns, ministra!",0
@user @user @user eu não posso dizer que o meu antigo namorado é feio né,0
queria saber quem se acha no direito de passar meu numero pros outros sem o meu consentimento,0
eu tô esperando pra ver isso desde que a @vivi.torrico deixou um spoiller na página dela há mais de um mês! ,0
@user x @user n da fi  so as braba q isso,0
rt @user não mudo por ninguém. não gosta de mim? foda-se. ,1
"eu sou mão de vaca, mas quando é pra gastar com camisa de time eu esqueço q sou mão de vaca kkkk",0
@user kkkkkkkkkkkkkkkk tnc porra te amo,1
"@user imagina mandar mensagem pro uber dizendo que vai levar o luan santana com vc kkkkkk
#mpn #luansantana #luanetes #luansantanashow",0
que devolva o dinheiro ,1
@user vai da certo bb,0
então quem desempata? https://t.co/xlfcorerpq,0
"os são paulino tão sentindo o gosto que os flamenguistas sentem com altas e boas contratações, é tão fazendo exatamente o que fizemos. critica agora carai pq a gente “se achava” kkkkk",1
rt @user @user parabéns viado tmj,1
bandido nojento asqueroso.,1
"rt @user que papai do céu nos abençoe !! 

flamengo x goytacaz
taça rio do carioca 
#sub17
 gávea 
 13:30",0
"sabíamos q mudanças requer concordância de todos brasileiros, mas não sabíamos que no nosso país ainda tinha brasileiros q não são brasileiros; ... são pessoas que torcem contra o brasil.",0
ele deveria criar leis q é contra o nepotismo!,0
mano eu ia regaçar a cara desse fdp slc,1
"@user vaaaaaleu mano, tmj porra",0
esse é nosso presidente bolsonaro  é cheque mate,0
"guga fica falando sobre as coisas q aconteceram no jogo aki no tt, vai tomar no cu mlq porra",1
parece que to falando grego vai toma no cu,1
@user deve tá achando que cu prende alguma coisa,1
ainda sem saber o que fazer pqp,1
"joga uma carteira de trabalho que correm todos, na verdade não gostam de trabalhar só sabem roubar o brasil",1
elogie sua mina como a vagabunda desgraçada q ela eh https://t.co/qwb3zq69su,0
rt @user @user @user então somos dois irmã pq vamos perde dignidade todinha lá kkkkkkkkkk. me solta porra ,0
"demônios esquerdistas, essa carta capital é a escória do jornalismo",1
eu e quem,0
se tivesse transando com um cr e ele colocasse uma música e pedisse pa tu dançar pra ele. tu parava de fuder ou f… — vai caçar um serviço https://t.co/8qkwdxdacg,1
@user @user esse palhaço do stf acha que é  deus. a hora da máscara cair vai chegar.,1
abraça o pp de vs,0
nesse grupo sou a única que n fuma maconha kkkkkkkkk n é possível,0
@renato_tavares_3000 não vou te responder pq n tempo advogado e posso virar racista com minha resposta mais ele recebeu 50 reais pra grava esse vídeo mentindo,1
"@user amizade linda e assim em todos os momentos apoiando uma outra pauriany lindo e maravilhoso
paulinha na fab",0
rt @user to sendo mto humilhada ultimamente quando serei exaltada exatamente deus,0
coitada da menina! só estão usando ela para fazer raiva no presidente.,0
"@user kct 

ridículo",0
rt @user @user olha quem fala,1
hipocrisia pura,1
"rt @user não vou receber a bolsa esse mês por causa dos cortes e tal 

vai toma no cu @user",1
velho podre,1
são os canalhas de sempre,1
"atualização de mulherão da porra foram atualizadaaaaa 

quantos rts essa deusa merece ?#nowunited #mpn #uniters https://t.co/mibzvfg288",1
manda esse maluco toma no cu dele,1
"globo lixo com seus repórter de bosta, falando mentira",1
nos vemos em tóquio filhos da puta,0
"kkkkkkkkk a jadhe eh top, pqp",0
"@user em capim não costumam pôr agrotóxicos.
bom apetite!",1
@user pqp muito linda,0
rt @user caralho finalmente um meme que representa 100% do que eu sou https://t.co/qtfd90r4ew,1
parabéns companheira,0
"irritas-me p caralho, mas és a melhor, obrigada por tudo",1
@user fdp visualizou,1
"@user esse aí sem palavras, apenas fotoskkkkkkkkkkkkkk",0
inacreditável mesmo!,0
"hipócrita,vai procurar tua turma. o brasil não precisa da tua pena.",1
quem...data folha ??? kkkkkk,0
"esse é o ""pastor"" que mais gosta do dinheiro alheio. um crápula.",1
@user corna e vc sua filha da puta eu vo enfiar 3 dedo no teu cu,1
ôrra!,0
qual o nome do último rebaixado mesmo ? ,0
também eu amo as tuas testas! ,0
@user deiixa eu sentar no seu pau :3,1
"velho nojento ,igual o mito ",1
sim porque??? é muita hipocrisia. e a propina...,1
judeu dos infernos ,1
caralho oque,0
rt @user hoje o dia tá puro estresse pqp,0
"desculpem mas assim não é bonito , pessoas têm que entender que lá por ser grande não significa que tem qualidade. 
acho feio rabo assim https://t.co/g9blvickbv",1
"rt @user @user @user primeiro que eu nem iria pensar em fazer isso com a minha coroa, merece porrada um fdp desse",1
a pergunta é excelente!!,0
rt @user queria ter esse corpo feio https://t.co/vibqnqk3vb,0
"rt @user chega sexta-feira dá um tesão lascado nos mlk, loco pra meter a mão num cacete.  https://t.co/wyp8sfyemn",1
@user até parece q eles nasceram grudados pqp,1
"manda tudo se fude também, eu ein — tudo se fude https://t.co/sag1mmihmh",1
"pirralha  não sabe de nada, e essas postagens dela são assessoradas por pessoas que estão patrocinando essa pirralha. ela não sabe nem onde fica o brasil. pelo amor deus! ",1
"@user veja o exemplo de desinformação da imprensa brasileira #canalha
menos imposto, aumenta o consumo e aumenta as vendas, todo saem ganhando.
o jornal o globo  como todos os do seu grupo sempre tentam desinformar e criar o caos. #canalhas 
#brasilurgente #brasildireito",1
quem foi que deixou eu mandar áudio bêbada nessa porra namoral isso deveria ser proibido,1
 ainda sobre ontem. @user deck carioca  https://t.co/eumbvssnzp,0
seleção feminina  de vôlei jogou para caralho,0
@user porra muito bom,0
"rt @user eu desisto dessa vida de fato, zero condições de continuar e força eu já não tenho. só tô sobrevivendo mesmo",0
o lula vai ?,0
eu não vejo mais graça em quaser porra nenhuma,0
essa desgraçada acertou a caralha da moeda no meio da minha testa,1
mano isso e desesperador mano não é possivel que tenha alguem tão ssm coração assi. velho,0
more vc tá putinha pq?,1
"estamos a 3 dias nesse sufoco, tosse, dor de cabeça, nariz sangrando, garganta irritada, tá horrível ",0
desesperada atrás de um local pra fazer o chá domingo,0
@user espero q isso anime meu sábado pq pqp,1
"vou fazer um livro com um monte de texto clichê na internet

colocar uma capa ultra chamativa

e ficar ultra rico pq tem mt idiota pra comprar",1
@user quando a bola quica no chão achei que o andreas tinha dado um toque na banheira e já tava puto,0
da pra botar uma pá de petezada na cadeia então...,1
@user calaboca sua linda da porra,1
"[3/8 12:12] vitória brandão: aí amor o auge meu contato ""princesa"" heueheuheueh
[3/8 12:12] piece of sky : vou colocar
[3/8 12:12] piece of sky : idiota do caralho

bom dia kkkkkkkkkkkkkk",1
"escroto, nojento ",1
crlh homem n presta pqp kkkkk fico de cara cm essas coisas,0
ah que porra eu queria tanto um que merda morar no fim do mundo,1
"haja ao contrário - ao invés de maldizer ou falar negativamente sobre alguém, diga algo gentil, positivo, encorajador e edificante acerca dele. quebre o ciclo vicioso do mal.",0
me sentir mal pra fazer a vontade idiota dos outros eu em faço mais isso não,0
como tem gente que e idiota ..... meu deeeeeeus quero me taca da janela se um dia ele for educado .... ,1
"e o que você tá fazendo não fortalece, né,",0
@user @user @user só falta o nosso caraio,1
@user porra de crocs mano compra uns vans novo kkkkkkkkkkkkkkkkkkkkk,1
@user @user @user @user antes boy lixo doq boy ignorante/escroto ,0
frio pra cacete e eu tenho que sair de tarde ainda bem que vou de uber e é rápido,0
"vamos varrer o pt do nosso país. estamos juntos nessa querra, nosso país jamais será uma venezuela.",1
tem q ter coragem p ir evento q tem jean puta merda,1
"rt @user seu pior inimigo sempre será a sua mente, porque ela sabe todas suas fraquezas.",0
rafaela você é tudo pra mim caralho,0
"não entendo pq deixei acontecer ,mas isso me apavora ",0
"não creio que hoje tenho festa de aniversário com esse frio..
 tnc",1
@user kkkkkkkk só um agrado pra torcida vascaína não ficar puta,1
o triângulo mineiro consegue ser mais bizarro que o triângulo das bermudas,0
vai se foder piper desgraçada de linda do caralho,1
eu particularmente acho coragem esses homem q tiram ft com o pintinho marcando kkkkjkkkkkkkkk me racho,1
"@user esse povo é chato demais cara, eu tô só vendo quem tá achando que elas vão ajudar em algo",0
"peguei da tml!! 

poste uma foto sua e de 1 utt e 2 bias e deixe seus mutuals decidirem com quem te shippam mais

se flopar vou fingir que nada aconteceu k https://t.co/oauoilhdvv",0
rt @user hoje vou apanhar uma puta do crlh,1
"internet da claro hoje tá um cu, já estou ficando estressada",1
teu cu galado que vai ter tie break,1
"“nada é obrigado, tudo é sugerido” acabei de escutar isso e vou levar pro resto da vida",0
"o pessoal ta perdendo a noção do ridículo, respeitem o relacionamento das pessoas porra!! independente se vc ja teve uma história c a pessoa, nao te da o direito de atrapalhar o relacionamento atual, pqp maturidade -10.",0
bem a cara do gabriel,0
eu amo quando ele traz coisas pra mim pqp,1
"@user só pode, devolve minha unha aí pf",0
meu pai fica puto e fica resmugando por horas pela casa,0
meu deus onde vamos parar com essa quadrilha ?,1
"hora do jogão do dia carai

vamo assistir #cblol",1
esse lixo humano vai se arrepender ,1
@user burro do caralho.,1
"@user @user tu é muito desgraçada né, baaaa kkkkkkkkkkk",1
cara fico de bobeira com a piná  cada coisa que ela me conta pqp,0
"@user taligado família tamos aí pra ajudar e somar, so força meu mano ",0
tou gorda,0
"pow, um mulherão desse igual tu com autoestima baixa?? não pode mano, se toca, cê é linda",0
@user ne isso.. nojo desse tipinho de gente!,1
"@user @user uma gentinha que tem como fonte o lixo da a terça livre e do antagonista e creiam tinham como defensores uma fraude chamada carluxo pavão misterioso, toma vergonha nessa cara, seu desqualificado.",1
"@user @user maraisa, responde seu marido.kkk",0
"melhor notícia de hoje foi que exo-sc ganhou seu primeiro win mesmo com toda a tentativa falha de boicote da parte de ""fã""... é o que eu digo acima do exo só o exo os refescos são ótimos kkk
 https://t.co/ctddvkn0lj",0
@user casal mais feio da saramago??,1
"vsf eu tenho medo de altura 
que agonia essa merda",0
"mas tá aqui comigo, sou seu idiota favorito",1
cade os bolsominions defendendo? cade a espuma? kkkkk silêncio,1
@user teve um que eu vi esses dias igualzinho também mas era uma amiga feia provavelmente com inveja da outra estar casando e ela nao,1
"@user

• primeira impressão: ba cara quem escuta conecrew
• proximidade: 9/10
• eu gosto de você: não fdp
• pra ser honesto: não sei oq seria de mim sem o teu cartão",1
"rt @user 3 teoria:

eu: comunicação é fundamental 

(fiquei puto) 

alguém: oq houve?
eu: nada  boa noite",0
"fiz uma hidratação hoje pra tirar os nó do cabelo, pqp achei q ia ficar careca de tanto cabelo q caiu",0
@user porra me dá seu nariz,1
"nossa carla que ridículo essa briguinha de vcs qdo vai acabar o recreio na creche de saco cheio com vc é com a joice, deveriam estar unidas pra derrubar de vez o pt é ficam de briguinha boba",1
rt @user lindo https://t.co/b9cxcfoqct,0
botando uma piranha pra mamar enquanto a outra espera https://t.co/ohpjp4kd0j,1
os bandidos puxando brasa pra suas sardinhas,1
triste é ver gente que defende o indefensável que seres são esses?,0
"@user na ucrânia as autoridades desrespeitaram as instituições e a liturgia dos cargos, esqueceram que todo poder emana do povo, que apenas exercem o poder por outorga do povo, e por tempo limitado.
resultado: o povo colocou os pingos nos is... lata do lixo, literalmente.
  ",0
